sample,beta_sigma,estK,method,MCC,ARI,TPR,FPR
Normal_5_equil_FALSE_pn_150_seed_49,1/2n,3,PPM,0.793103448275862,0.78169938953968,0.8,0.00689655172413793
Normal_5_equil_FALSE_pn_150_seed_49,1/2n,3,PPM_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_49,1/2n,3,PPI,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_49,1/2n,3,PPI_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_49,1/4n,3,PPM,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_49,1/4n,3,PPM_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_49,1/4n,3,PPI,0.909717652294684,0.899112502669763,0.833333333333333,0.00689655172413793
Normal_5_equil_FALSE_pn_150_seed_49,1/4n,3,PPI_window5,0.909717652294684,0.899112502669763,0.833333333333333,0.00689655172413793
Normal_5_equil_FALSE_pn_150_seed_49,1/2n,5,PPM,0.793103448275862,0.78169938953968,0.8,0.00689655172413793
Normal_5_equil_FALSE_pn_150_seed_49,1/2n,5,PPM_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_49,1/2n,5,PPI,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_49,1/2n,5,PPI_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_49,1/4n,7,PPM,0.909717652294684,0.899112502669763,0.833333333333333,0.00689655172413793
Normal_5_equil_FALSE_pn_150_seed_49,1/4n,7,PPM_window5,0.909717652294684,0.899112502669763,0.833333333333333,0.00689655172413793
Normal_5_equil_FALSE_pn_150_seed_49,1/4n,7,PPI,0.909717652294684,0.899112502669763,0.833333333333333,0.00689655172413793
Normal_5_equil_FALSE_pn_150_seed_49,1/4n,7,PPI_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_49,1/4n,11,PPM,0.793103448275862,0.78169938953968,0.8,0.00689655172413793
Normal_5_equil_FALSE_pn_150_seed_49,1/4n,11,PPM_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_49,1/4n,11,PPI,0.839305366083731,0.814549858156824,0.714285714285714,0.0137931034482759
Normal_5_equil_FALSE_pn_150_seed_49,1/4n,11,PPI_window5,0.839305366083731,0.814549858156824,0.714285714285714,0.0137931034482759
Normal_5_equil_FALSE_pn_150_seed_49,4/n,11,PPM,0.172413793103448,0.162197657152286,0.2,0.0275862068965517
Normal_5_equil_FALSE_pn_150_seed_49,4/n,11,PPM_window5,0.793103448275862,0.78169938953968,0.8,0.00689655172413793
Normal_5_equil_FALSE_pn_150_seed_49,4/n,11,PPI,0.720193141399958,0.701400091794398,0.666666666666667,0.0137931034482759
Normal_5_equil_FALSE_pn_150_seed_49,4/n,11,PPI_window5,0.720193141399958,0.701400091794398,0.666666666666667,0.0137931034482759
Normal_5_equil_FALSE_pn_150_seed_49,4/n,9,PPM,0.430311155011741,0.412109910004699,0.5,0.0137931034482759
Normal_5_equil_FALSE_pn_150_seed_49,4/n,9,PPM_window5,0.89135882109575,0.879178450469931,1,0
Normal_5_equil_FALSE_pn_150_seed_49,4/n,9,PPI,0.451778633789291,0.415849520678766,0.375,0.0344827586206897
Normal_5_equil_FALSE_pn_150_seed_49,4/n,9,PPI_window5,0.617063499809764,0.576913988503602,0.5,0.0275862068965517
Normal_5_equil_FALSE_pn_150_seed_49,4/n,7,PPM,0.199787321969737,0.188306234365109,0.25,0.0206896551724138
Normal_5_equil_FALSE_pn_150_seed_49,4/n,7,PPM_window5,0.89135882109575,0.879178450469931,1,0
Normal_5_equil_FALSE_pn_150_seed_49,4/n,7,PPI,0.793103448275862,0.78169938953968,0.8,0.00689655172413793
Normal_5_equil_FALSE_pn_150_seed_49,4/n,7,PPI_window5,0.793103448275862,0.78169938953968,0.8,0.00689655172413793
Normal_5_equil_FALSE_pn_150_seed_49,1/n,5,PPM,0.379310344827586,0.362798218115823,0.4,0.0206896551724138
Normal_5_equil_FALSE_pn_150_seed_49,1/n,5,PPM_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_49,1/n,5,PPI,0.720193141399958,0.701400091794398,0.666666666666667,0.0137931034482759
