sample,beta_sigma,estK,method,MCC,ARI,TPR,FPR
Normal_5_equil_FALSE_pn_150_seed_43,2/n,9,PPM,0.586206896551724,0.569298795578288,0.6,0.0137931034482759
Normal_5_equil_FALSE_pn_150_seed_43,2/n,9,PPM_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_43,2/n,9,PPI,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_43,2/n,9,PPI_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_43,2/n,5,PPM,0.430311155011741,0.412109910004699,0.5,0.0137931034482759
Normal_5_equil_FALSE_pn_150_seed_43,2/n,5,PPM_window5,0.89135882109575,0.879178450469931,1,0
Normal_5_equil_FALSE_pn_150_seed_43,2/n,5,PPI,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_43,2/n,5,PPI_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_43,4/n,9,PPM,0.504030203623426,0.473294271463851,0.666666666666667,0.00689655172413793
Normal_5_equil_FALSE_pn_150_seed_43,4/n,9,PPM_window5,0.769309258162072,0.733039562248801,1,0
Normal_5_equil_FALSE_pn_150_seed_43,4/n,9,PPI,0.660834988053746,0.642400648706307,0.75,0.00689655172413793
Normal_5_equil_FALSE_pn_150_seed_43,4/n,9,PPI_window5,0.89135882109575,0.879178450469931,1,0
Normal_5_equil_FALSE_pn_150_seed_43,1/n,11,PPM,0.89135882109575,0.879178450469931,1,0
Normal_5_equil_FALSE_pn_150_seed_43,1/n,11,PPM_window5,0.89135882109575,0.879178450469931,1,0
Normal_5_equil_FALSE_pn_150_seed_43,1/n,11,PPI,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_43,1/n,11,PPI_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_43,4/n,5,PPM,0.504030203623426,0.473294271463851,0.666666666666667,0.00689655172413793
Normal_5_equil_FALSE_pn_150_seed_43,4/n,5,PPM_window5,0.769309258162072,0.733039562248801,1,0
Normal_5_equil_FALSE_pn_150_seed_43,4/n,5,PPI,0.793103448275862,0.78169938953968,0.8,0.00689655172413793
Normal_5_equil_FALSE_pn_150_seed_43,4/n,5,PPI_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_43,2/n,3,PPM,0.430311155011741,0.412109910004699,0.5,0.0137931034482759
Normal_5_equil_FALSE_pn_150_seed_43,2/n,3,PPM_window5,0.89135882109575,0.879178450469931,1,0
Normal_5_equil_FALSE_pn_150_seed_43,2/n,3,PPI,0.909717652294684,0.899112502669763,0.833333333333333,0.00689655172413793
Normal_5_equil_FALSE_pn_150_seed_43,2/n,3,PPI_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_43,2/n,7,PPM,0.430311155011741,0.412109910004699,0.5,0.0137931034482759
Normal_5_equil_FALSE_pn_150_seed_43,2/n,7,PPM_window5,0.89135882109575,0.879178450469931,1,0
Normal_5_equil_FALSE_pn_150_seed_43,2/n,7,PPI,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_43,2/n,7,PPI_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_43,4/n,11,PPM,0.660834988053746,0.642400648706307,0.75,0.00689655172413793
Normal_5_equil_FALSE_pn_150_seed_43,4/n,11,PPM_window5,0.660834988053746,0.642400648706307,0.75,0.00689655172413793
Normal_5_equil_FALSE_pn_150_seed_43,4/n,11,PPI,0.769309258162072,0.733039562248801,1,0
Normal_5_equil_FALSE_pn_150_seed_43,4/n,11,PPI_window5,0.769309258162072,0.733039562248801,1,0
