sample,method,MCC,ARI
Normal_4_equil_TRUE_pn_150_seed_37,PPM,1,1
Normal_4_equil_TRUE_pn_150_seed_37,PPM_window5,1,1
Normal_4_equil_TRUE_pn_150_seed_37,PPM_window10,1,1
Normal_4_equil_TRUE_pn_150_seed_37,PPI,1,1
Normal_4_equil_TRUE_pn_150_seed_37,PPI_window5,1,1
Normal_4_equil_TRUE_pn_150_seed_37,PPI_window10,1,1
Normal_4_equil_TRUE_pn_150_seed_37,ALDUQ,0.388273602235601,0.363120005937215
Normal_4_equil_TRUE_pn_150_seed_37,ALDUQ_window5,0.810806639962579,0.781726574804773
Normal_4_equil_TRUE_pn_150_seed_37,ALDUQ_window10,0.810806639962579,0.781726574804773
Normal_4_equil_TRUE_pn_150_seed_37,chull,0.434276975245143,0.279115765884004
Normal_4_equil_TRUE_pn_150_seed_37,chull_window5,0.462657851529291,0.316364273122121
Normal_4_equil_TRUE_pn_150_seed_37,chull_window10,0.478713553878169,0.337752470992695
